Position Drafted,Team,Draft Year,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
RB,Chargers,2010,454,5761,972,5.9,17,7,330,338,519,4338,29,10,8.0,222,427,1423,17,3.3,80,78,570,28,170,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46,320,5232,991,5.3,25,11,309,326,534,3348,23,14,5.9,177,422,1884,10,4.5,112,103,795,20,168,34.5,14.3,Own 29.0,2:52,6.1,30.9,1.82,4,10,,,2,3,10,,23,5,5,4,1,,19,31,11,32,,,,,,1,30,7,6,4,4,1,11,16,,,19,15,21,,17,11,18,20,13,,12,20,7,24,,,,,,12,11,15,30,31,27,20
LB,Eagles,2010,429,5726,975,5.9,23,10,290,335,553,4089,27,13,6.9,182,384,1637,14,4.3,87,115,951,21,192,38.0,10.4,Own 30.6,2:21,5.27,29.8,1.99,337,5137,1037,5.0,38,13,295,354,580,3462,27,25,5.5,179,413,1675,11,4.1,81,104,789,35,197,29.9,17.3,Own 31.7,2:35,5.4,26.0,1.67,5,11,,,7,11,19,,10,10,10,7,11,,28,22,15,14,,,,,,6,27,8,29,24,15,9,19,12,,,3,6,14,,28,17,24,4,5,,10,9,11,11,,,,,,20,4,28,14,7,7,17
DB,Seahawks,2010,280,5069,1045,4.9,31,12,297,372,609,3503,20,19,5.4,184,395,1566,7,4.0,80,95,840,33,194,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35,390,5703,1024,5.6,23,10,305,374,568,3927,27,13,6.6,204,428,1776,17,4.1,80,111,971,21,196,33.7,10.7,Own 29.4,2:39,5.4,29.1,1.91,25,21,,,22,22,17,,1,15,20,23,24,,26,26,27,27,,,,,,26,9,24,31,19,23,25,25,24,,,24,17,18,,25,30,24,22,24,,15,15,24,13,,,,,,14,27,17,21,8,19,22
DE,Giants,2010,402,5856,1017,5.8,31,17,323,338,542,4019,28,14,7.0,194,443,1837,14,4.1,103,95,802,26,183,37.7,15.3,Own 30.5,2:46,5.73,32.0,2.05,427,5198,953,5.5,24,11,308,314,498,3425,31,13,6.5,182,423,1773,21,4.2,103,88,678,23,182,38.5,11.5,Own 31.6,2:31,5.4,28.5,2.30,8,8,,,22,31,12,,17,11,7,12,9,,13,17,15,20,,,,,,8,10,10,9,12,10,7,30,13,,,22,15,20,,6,15,30,22,21,,13,14,30,14,,,,,,3,25,27,12,5,17,31
DE,Titans,2010,354,5623,990,5.7,31,16,288,271,476,3031,16,15,6.2,154,499,2592,19,5.2,115,98,821,19,187,33.2,15.0,Own 27.1,2:27,5.47,29.9,1.74,402,5850,1038,5.6,27,7,323,404,604,4139,31,20,6.5,210,402,1711,16,4.3,89,94,724,24,190,36.3,13.7,Own 32.3,2:41,5.6,30.8,2.08,16,12,,,22,29,21,,28,23,24,15,14,,5,2,6,1,,,,,,15,13,31,21,21,14,16,28,28,,,16,28,28,,32,31,30,8,23,,8,10,21,16,,,,,,6,17,31,24,22,26,29
 G,49ers,2010,330,4652,939,5.0,24,10,238,312,528,3052,23,14,5.4,137,371,1600,12,4.3,77,98,758,24,196,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,281,5222,1050,5.0,33,15,278,352,580,3670,14,18,5.9,176,426,1552,12,3.6,77,114,969,25,206,26.7,15.5,Own 29.6,2:21,5.3,25.2,1.31,18,27,,,10,11,29,,21,22,15,12,25,,30,25,19,12,,,,,,24,28,19,23,32,27,24,4,15,,,5,1,6,,28,21,2,11,12,,14,6,14,3,,,,,,26,8,18,3,4,3,3
 C,Steelers,2010,368,5941,1014,5.9,25,11,331,351,536,4148,28,14,7.1,210,428,1793,10,4.2,96,85,769,25,183,35.5,12.6,Own 29.5,2:52,5.71,32.4,1.90,324,4885,967,5.1,22,10,274,319,548,3447,22,12,5.8,186,372,1438,7,3.9,70,102,903,18,178,28.7,12.4,Own 28.7,2:33,5.6,27.4,1.51,12,7,,,12,17,9,,18,9,7,12,8,,18,19,20,16,,,,,,9,21,18,4,14,7,13,12,5,,,26,17,4,,23,16,14,25,8,,4,3,4,5,,,,,,21,22,12,13,21,9,10
LB,Falcons,2010,363,5447,1048,5.2,25,8,330,332,570,3571,26,17,6.0,192,451,1876,15,4.2,105,78,664,33,170,35.3,13.5,Own 30.6,2:49,6.34,32.1,2.02,325,5582,997,5.6,28,13,303,335,536,3871,25,15,6.9,197,433,1711,10,4.0,89,110,892,17,171,32.2,15.2,Own 27.9,2:50,6.0,32.6,1.78,13,16,,,12,5,10,,7,14,13,17,17,,11,15,14,18,,,,,,10,16,8,6,1,9,8,14,21,,,12,6,17,,19,28,20,16,25,,16,10,7,8,,,,,,16,9,7,29,29,29,19
DB,Texans,2010,388,6129,1043,5.9,28,11,340,399,593,4654,29,17,7.5,231,425,1475,13,3.5,93,95,833,16,187,33.7,15.0,Own 30.2,2:44,5.75,32.8,1.91,333,5198,974,5.3,27,13,300,344,548,3487,19,14,6.0,175,396,1711,17,4.3,91,92,728,34,182,30.8,13.2,Own 27.1,2:28,5.5,28.5,1.71,10,4,,,16,17,4,,4,1,5,17,3,,20,30,18,31,,,,,,13,13,14,12,11,6,11,17,13,,,16,6,16,,23,18,10,20,18,,5,10,24,17,,,,,,19,21,3,8,14,16,18
TE,Bengals,2010,305,4946,1011,4.9,25,12,295,286,477,2890,21,13,5.7,159,505,2056,9,4.1,109,114,863,27,177,29.9,13.0,Own 29.7,2:56,5.87,27.8,1.58,291,4822,980,4.9,25,6,276,318,547,3249,18,19,5.6,165,399,1573,12,3.9,95,99,767,16,185,28.6,13.5,Own 31.4,2:28,5.5,25.8,1.51,22,24,,,12,22,18,,27,26,16,7,20,,4,9,22,24,,,,,,19,20,17,2,7,19,20,6,4,,,19,29,5,,22,6,8,9,7,,7,7,14,7,,,,,,22,18,26,8,11,5,9
WR,Broncos,2010,326,5463,1032,5.3,23,10,306,341,558,3627,21,13,6.1,186,440,1836,9,4.2,95,93,800,25,189,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324,5040,1007,5.0,30,13,290,298,510,2981,18,17,5.4,167,458,2059,11,4.5,99,78,726,24,185,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20,15,,,7,11,15,,9,13,16,7,15,,14,18,22,17,,,,,,17,25,20,18,17,18,19,12,7,,,9,6,12,,9,3,8,13,3,,22,26,11,27,,,,,,18,7,5,16,23,8,13
 T,Packers,2010,461,6065,1042,5.8,16,8,335,357,553,4180,30,8,6.9,201,438,1885,20,4.3,102,118,1057,32,191,40.3,7.9,Own 32.3,2:46,5.64,31.7,2.26,297,4551,948,4.8,40,10,272,294,540,3218,29,30,5.6,168,371,1333,5,3.6,68,107,914,36,186,25.3,21.0,Own 31.1,2:19,5.2,24.5,1.49,3,6,,,1,5,6,,10,7,4,2,10,,15,14,5,13,,,,,,5,32,4,9,18,11,6,7,2,,,1,17,3,,20,5,28,1,6,,3,1,1,2,,,,,,29,1,24,1,2,2,7
WR,Cowboys,2010,361,6390,1020,6.3,19,10,335,347,550,4287,26,9,7.3,203,436,2103,14,4.8,110,115,892,22,179,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.90,250,5054,979,5.2,21,10,286,344,572,3606,19,11,5.9,186,365,1448,7,4.0,74,93,768,26,181,24.3,11.6,Own 26.1,2:29,5.6,27.9,1.30,14,2,,,4,11,6,,13,6,13,3,5,,17,7,15,2,,,,,,14,29,30,3,6,2,12,2,9,,,27,17,9,,26,20,10,26,10,,2,4,4,9,,,,,,31,24,1,11,20,10,2
QB,Broncos,2010,326,5463,1032,5.3,23,10,306,341,558,3627,21,13,6.1,186,440,1836,9,4.2,95,93,800,25,189,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59,324,5040,1007,5.0,30,13,290,298,510,2981,18,17,5.4,167,458,2059,11,4.5,99,78,726,24,185,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,20,15,,,7,11,15,,9,13,16,7,15,,14,18,22,17,,,,,,17,25,20,18,17,18,19,12,7,,,9,6,12,,9,3,8,13,3,,22,26,11,27,,,,,,18,7,5,16,23,8,13
DT,Cardinals,2010,375,5510,985,5.6,36,18,317,392,594,4016,27,18,6.5,215,365,1494,16,4.1,77,108,886,25,199,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78,325,5543,1038,5.3,29,8,289,346,593,3739,22,21,5.9,188,402,1804,13,4.5,81,104,840,20,196,27.6,13.8,Own 28.5,2:28,5.4,28.3,1.54,11,14,,,31,32,14,,3,12,10,20,12,,32,28,12,23,,,,,,18,3,16,24,29,20,15,14,20,,,10,27,10,,31,23,14,7,11,,8,17,17,25,,,,,,25,16,9,8,10,13,11
DB,Patriots,2010,427,6357,1076,5.9,22,9,373,390,592,4436,28,13,7.3,222,466,1921,19,4.1,114,81,743,37,178,41.0,12.4,Own 30.0,2:58,6.22,35.7,2.29,285,5123,941,5.4,28,10,289,300,512,3355,25,18,6.2,193,398,1768,6,4.4,80,91,780,16,179,25.1,14.0,Own 27.4,2:26,5.4,28.4,1.45,6,3,,,5,7,1,,5,3,7,7,6,,10,12,6,21,,,,,,4,24,15,1,2,1,5,5,11,,,12,17,10,,12,12,20,11,19,,6,13,3,23,,,,,,30,14,4,5,6,15,6
DT,Dolphins,2010,360,5401,1088,5.0,29,10,333,331,545,3170,15,19,5.5,188,509,2231,22,4.4,129,78,640,16,181,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85,390,5589,968,5.8,21,6,297,281,489,3754,23,15,7.0,184,435,1835,16,4.2,88,73,589,25,186,38.7,11.3,Own 30.7,2:26,5.4,30.0,2.00,15,17,,,19,11,8,,14,20,27,23,23,,3,4,1,10,,,,,,12,8,24,5,3,16,14,25,22,,,27,29,15,,3,24,18,16,29,,17,18,21,15,,,,,,2,26,20,5,9,21,26
DB,Jets,2010,348,5136,1030,5.0,30,9,280,210,393,2380,12,21,5.6,131,607,2756,21,4.5,132,88,677,17,198,31.8,15.2,Own 32.4,2:36,5.38,25.9,1.62,236,4037,953,4.2,31,14,237,259,501,2459,8,17,4.6,128,420,1578,11,3.8,87,87,680,22,187,20.3,14.4,Own 28.8,2:27,5.2,21.6,1.02,17,20,,,20,7,23,,32,31,29,28,21,,1,1,3,5,,,,,,16,11,2,15,23,22,18,1,1,,,8,4,1,,7,1,1,13,1,,11,8,11,4,,,,,,32,10,13,7,3,1,1
RB,Lions,2010,262,4784,1037,4.6,41,9,281,316,585,3168,16,32,5.0,168,409,1616,9,4.0,82,98,768,31,194,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23,494,6274,1029,6.1,23,14,332,371,545,4249,35,9,7.4,213,458,2025,18,4.4,95,113,944,24,192,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,27,26,,,32,7,22,,6,21,24,32,28,,24,24,22,28,,,,,,28,1,29,26,20,26,28,32,32,,,24,4,30,,21,32,32,30,32,,22,25,26,21,,,,,,1,28,32,14,17,30,32
LB,Colts,2010,416,5809,980,5.9,24,5,339,402,601,4515,34,19,7.4,241,366,1294,16,3.5,69,74,546,29,174,37.9,13.2,Own 28.0,2:33,5.75,33.4,2.29,307,5427,1084,5.0,26,10,320,372,583,3403,19,16,5.5,203,467,2024,10,4.3,106,92,889,11,179,33.0,14.0,Own 28.9,2:53,6.3,30.3,1.64,7,9,,,10,1,5,,2,2,1,23,4,,31,32,12,30,,,,,,7,19,28,18,10,5,4,8,18,,,18,17,27,,30,14,10,15,4,,25,24,7,19,,,,,,15,14,14,32,32,23,14
DB,Saints,2010,510,6461,1032,6.3,28,16,348,378,544,4355,34,12,7.7,215,468,2106,21,4.5,115,89,787,18,185,41.6,13.5,Own 31.4,2:44,5.73,34.9,2.44,341,5724,1044,5.5,39,13,310,330,574,3769,15,26,6.2,175,435,1955,19,4.5,111,86,717,24,194,31.4,18.0,Own 28.5,2:25,5.5,29.5,1.64,1,1,,,16,29,2,,15,4,1,6,2,,7,6,3,7,,,,,,3,17,6,12,13,3,2,20,25,,,2,6,22,,27,26,5,3,20,,17,21,28,26,,,,,,17,3,9,4,19,20,15
QB,Lions,2009,268,4292,913,4.7,29,10,234,281,509,2960,18,19,5.3,143,352,1332,10,3.8,70,88,729,21,187,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39,517,6470,1009,6.4,20,16,350,303,443,3716,25,4,7.9,188,536,2754,31,5.1,147,91,753,15,179,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,27,30,,,23,13,30,,18,24,19,26,27,,31,30,25,28,,,,,,30,9,28,31,32,31,28,32,32,,,26,2,32,,1,27,27,32,32,,30,32,32,32,,,,,,2,31,19,28,22,32,32
 T,Rams,2009,232,4596,982,4.7,31,12,249,292,520,2947,11,19,5.2,140,417,1649,8,4.0,95,97,718,14,190,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19,465,5950,975,6.1,26,14,320,278,444,3475,20,12,7.3,158,501,2475,26,4.9,146,89,654,16,185,41.6,13.0,Own 32.0,2:38,5.4,31.9,2.24,30,27,,,27,20,28,,15,26,30,26,28,,22,25,30,25,,,,,,29,6,31,26,26,27,31,31,28,,,13,5,26,,2,19,14,21,31,,28,29,30,29,,,,,,4,15,26,13,9,25,29
DE,Chiefs,2009,291,4939,957,5.2,24,8,273,310,541,3129,23,16,5.4,161,379,1810,9,4.8,94,78,645,18,178,27.0,12.4,Own 27.8,2:31,5.50,27.6,1.53,440,6291,1041,6.0,29,16,344,348,522,3748,21,13,7.0,195,509,2543,25,5.0,133,81,588,16,181,43.6,15.5,Own 33.6,2:51,6.0,34.6,2.33,26,24,,,13,6,24,,9,20,8,21,26,,29,16,28,4,,,,,,28,18,29,23,21,21,25,29,31,,,9,2,31,,18,28,18,17,28,,29,30,29,31,,,,,,3,6,31,26,26,30,30
LB,Seahawks,2009,294,4385,927,4.7,27,12,265,262,474,2617,18,15,5.1,142,417,1768,10,4.2,104,79,601,19,176,29.5,13.6,Own 30.9,2:25,5.43,25.0,1.52,392,6048,1058,5.7,20,11,324,366,566,4149,25,9,6.9,207,457,1899,13,4.2,98,81,671,19,187,40.1,10.2,Own 29.3,2:53,5.9,32.3,2.02,25,28,,,21,20,26,,26,29,19,16,30,,22,19,25,14,,,,,,25,13,13,30,24,26,26,25,30,,,26,13,27,,28,32,27,29,26,,23,18,13,16,,,,,,5,27,11,27,24,26,25
QB,Jets,2009,405,5307,981,5.4,31,8,308,347,529,3303,22,23,5.9,186,422,2004,20,4.7,94,77,569,28,177,37.3,16.9,Own 31.4,2:49,5.71,29.8,2.07,356,5270,1020,5.2,30,16,315,368,572,3752,23,14,6.1,209,407,1518,10,3.7,86,93,663,20,177,33.3,16.9,Own 30.2,2:44,5.9,29.5,1.77,9,16,,,27,6,11,,13,16,11,32,21,,19,9,5,5,,,,,,11,4,10,10,13,12,10,18,16,,,5,2,24,,29,29,23,15,16,,9,7,6,7,,,,,,18,4,15,22,25,18,16
 T,Bengals,2009,204,3926,984,4.0,26,11,245,303,513,2406,11,15,4.3,145,420,1520,6,3.6,80,75,591,20,186,21.0,13.4,Own 30.1,2:31,5.43,21.0,0.99,364,5208,1013,5.1,24,12,296,315,506,3287,23,12,6.3,169,490,1921,15,3.9,106,102,772,21,184,32.6,12.0,Own 31.1,2:47,5.6,28.2,1.80,32,32,,,16,18,29,,16,30,30,16,32,,21,29,31,30,,,,,,32,14,18,23,23,32,32,19,12,,,17,10,15,,13,15,23,21,19,,27,21,20,10,,,,,,19,21,21,24,17,12,18
WR,Raiders,2009,263,4356,919,4.7,23,12,225,222,421,2369,13,11,5.2,123,459,1987,9,4.3,87,109,823,15,187,24.6,11.8,Own 30.3,2:26,5.07,23.0,1.21,388,5775,1045,5.5,24,8,325,266,471,3220,20,16,6.4,166,542,2555,23,4.7,129,74,633,30,192,34.4,11.5,Own 29.1,2:41,5.6,30.0,1.93,29,29,,,12,20,32,,31,32,28,5,29,,10,10,28,10,,,,,,31,19,17,29,29,30,30,24,27,,,17,20,28,,5,10,14,10,22,,32,31,28,27,,,,,,17,23,9,19,16,19,22
 T,Jaguars,2009,302,5106,1005,5.1,24,11,312,335,537,3332,15,13,5.8,183,426,1774,17,4.2,107,104,813,22,172,29.7,12.8,Own 27.3,2:56,5.99,29.7,1.63,367,5295,922,5.7,17,4,289,297,465,3586,25,13,7.3,166,428,1709,14,4.0,98,80,691,25,170,38.8,9.4,Own 31.2,2:42,5.6,31.1,2.08,24,20,,,13,18,10,,11,15,24,12,23,,18,18,10,17,,,,,,24,15,30,5,7,13,23,21,17,,,31,32,11,,4,24,27,17,30,,14,13,15,13,,,,,,7,29,23,21,15,22,26
DT,Packers,2009,419,5618,1012,5.6,21,8,299,343,541,3813,28,13,6.6,182,437,1805,11,4.1,99,110,984,18,179,36.9,11.2,Own 28.2,2:50,5.84,31.2,1.98,380,5349,1003,5.3,28,6,295,287,518,3244,22,22,6.0,141,458,2105,20,4.6,121,89,721,33,192,34.9,14.1,Own 32.4,2:25,5.4,27.9,1.92,5,8,,,8,6,15,,9,8,5,12,10,,14,17,24,18,,,,,,12,23,26,8,10,11,12,22,20,,,12,28,14,,17,12,21,3,12,,24,26,27,26,,,,,,16,11,28,4,6,11,21
WR,49ers,2009,339,4978,961,5.2,35,16,287,309,509,3379,21,19,6.0,176,397,1599,10,4.0,83,98,732,28,185,33.0,18.4,Own 29.2,2:33,5.37,26.7,1.68,381,5216,1027,5.1,18,6,293,331,545,3507,22,12,6.1,170,452,1709,14,3.8,104,111,869,19,184,38.6,9.8,Own 33.7,2:41,5.8,28.3,1.94,22,23,,,32,32,21,,18,13,13,26,18,,27,27,25,21,,,,,,20,1,24,21,25,22,21,23,13,,,28,28,12,,24,20,21,21,15,,21,13,15,8,,,,,,9,28,32,19,23,13,23
DE,Bills,2009,336,4882,956,5.1,30,15,287,309,479,3040,14,15,5.9,167,439,1842,16,4.2,107,71,538,13,176,34.1,16.5,Own 32.1,2:44,5.65,27.7,1.70,342,5217,971,5.4,22,12,293,301,492,3271,14,10,6.3,167,455,1946,18,4.3,113,72,540,13,179,36.9,11.2,Own 31.7,2:40,5.7,29.1,1.82,23,25,,,24,30,21,,24,22,26,16,22,,13,14,11,16,,,,,,16,5,7,13,15,20,20,14,14,,,20,10,12,,10,13,4,27,20,,22,22,24,21,,,,,,12,24,24,17,19,16,19
RB,Broncos,2009,370,6333,1019,6.2,30,12,354,386,620,4471,25,18,7.1,223,387,1862,15,4.8,103,77,739,28,167,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13,448,5993,990,6.1,13,7,327,333,495,3656,20,6,7.0,186,469,2337,26,5.0,122,83,738,19,168,46.4,7.7,Own 30.2,2:59,6.1,35.5,2.49,16,2,,,24,20,2,,3,3,7,24,7,,28,12,14,3,,,,,,8,2,32,11,3,1,7,30,29,,,32,26,29,,11,26,14,31,27,,25,27,30,30,,,,,,1,32,15,30,29,31,31
LB,Redskins,2009,265,5120,1026,5.0,18,12,295,318,510,3025,14,6,5.5,165,478,2095,12,4.4,109,83,644,21,178,29.2,9.6,Own 31.8,2:50,5.97,28.7,1.46,296,4621,933,5.0,18,5,259,290,511,3095,16,13,5.8,159,398,1526,12,3.8,86,80,639,14,176,29.5,10.2,Own 28.0,2:35,5.5,26.2,1.52,28,19,,,5,20,17,,17,23,26,1,24,,8,8,22,8,,,,,,26,29,8,8,8,17,27,6,4,,,28,30,5,,15,7,6,17,8,,6,8,11,9,,,,,,26,26,6,11,10,9,6
DB,Saints,2009,463,6571,1047,6.3,26,8,354,413,636,4977,34,18,7.7,232,398,1594,20,4.0,103,86,797,19,178,42.7,14.0,Own 29.9,2:44,6.03,36.7,2.49,393,5432,999,5.4,22,7,299,299,526,3547,21,15,6.4,180,445,1885,14,4.2,100,84,637,19,174,39.7,11.5,Own 30.3,2:44,6.0,31.2,1.99,1,1,,,16,6,2,,1,1,1,24,2,,26,28,5,23,,,,,,4,12,19,13,5,2,1,26,23,,,20,26,18,,20,23,18,11,23,,19,17,15,19,,,,,,6,22,17,22,27,23,24
LB,Texans,2009,366,6113,1019,6.0,32,12,340,367,555,4267,21,20,7.3,210,432,1846,16,4.3,106,80,664,24,173,38.2,17.3,Own 29.8,2:58,6.08,35.3,2.00,394,5385,935,5.8,22,10,300,294,471,3423,24,12,6.9,167,439,1962,18,4.5,114,81,659,19,175,38.3,12.0,Own 29.5,2:34,5.5,30.7,2.11,17,3,,,30,20,4,,7,4,13,29,5,,16,13,11,13,,,,,,9,3,20,4,4,4,11,27,22,,,20,16,19,,5,17,26,21,25,,17,23,24,24,,,,,,10,20,13,9,12,20,27
LB,Chargers,2009,439,5584,924,6.0,20,9,301,312,478,3858,34,11,7.7,191,421,1726,13,4.1,92,95,748,18,170,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41,347,5599,1041,5.4,24,9,339,411,605,3958,25,15,6.3,213,408,1641,11,4.0,98,78,708,28,169,35.5,13.0,Own 29.7,2:57,6.3,33.1,1.92,2,11,,,7,11,13,,25,7,1,5,1,,20,20,19,19,,,,,,3,25,15,15,17,8,2,15,25,,,17,18,30,,31,31,27,11,18,,10,11,8,14,,,,,,14,14,14,28,31,28,20
QB,Buccaneers,2009,361,5456,1045,5.2,26,13,298,355,562,3619,18,13,6.1,184,451,1837,13,4.1,100,95,834,14,189,33.3,12.7,Own 32.4,2:43,5.73,28.8,1.66,323,4898,945,5.2,30,8,259,276,475,2997,23,22,5.9,153,441,1901,8,4.3,87,88,660,19,192,30.7,14.6,Own 29.3,2:27,5.1,25.4,1.57,19,14,,,16,26,16,,6,11,19,12,15,,11,15,19,20,,,,,,18,16,3,15,12,16,22,10,9,,,5,20,5,,8,4,23,3,11,,18,19,4,22,,,,,,23,9,11,5,2,6,7
DE,Broncos,2009,370,6333,1019,6.2,30,12,354,386,620,4471,25,18,7.1,223,387,1862,15,4.8,103,77,739,28,167,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13,448,5993,990,6.1,13,7,327,333,495,3656,20,6,7.0,186,469,2337,26,5.0,122,83,738,19,168,46.4,7.7,Own 30.2,2:59,6.1,35.5,2.49,16,2,,,24,20,2,,3,3,7,24,7,,28,12,14,3,,,,,,8,2,32,11,3,1,7,30,29,,,32,26,29,,11,26,14,31,27,,25,27,30,30,,,,,,1,32,15,30,29,31,31
WR,Eagles,2009,416,5608,1056,5.3,26,10,318,362,606,3911,23,16,6.2,204,427,1697,15,4.0,94,74,635,20,200,35.5,11.5,Own 31.2,2:31,5.48,28.0,1.83,289,4389,994,4.4,29,14,248,284,525,2913,19,15,5.1,144,421,1476,7,3.5,79,81,598,25,198,25.3,13.6,Own 31.1,2:23,5.2,22.1,1.28,6,9,,,16,13,8,,4,6,8,21,12,,17,22,14,24,,,,,,13,20,11,23,22,18,15,4,3,,,9,5,3,,19,3,10,11,2,,13,4,2,4,,,,,,29,13,21,2,4,3,4
TE,Lions,2009,268,4292,913,4.7,29,10,234,281,509,2960,18,19,5.3,143,352,1332,10,3.8,70,88,729,21,187,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39,517,6470,1009,6.4,20,16,350,303,443,3716,25,4,7.9,188,536,2754,31,5.1,147,91,753,15,179,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,27,30,,,23,13,30,,18,24,19,26,27,,31,30,25,28,,,,,,30,9,28,31,32,31,28,32,32,,,26,2,32,,1,27,27,32,32,,30,32,32,32,,,,,,2,31,19,28,22,32,32
 C,Browns,2009,232,3985,921,4.3,26,6,233,238,488,2380,11,20,4.6,127,409,1605,6,3.9,84,100,669,22,172,27.3,14.5,Own 29.8,2:34,5.57,23.1,1.22,350,5704,1004,5.7,31,8,315,286,446,3273,19,23,7.1,176,541,2431,16,4.5,125,95,770,14,171,31.6,17.5,Own 31.8,3:02,6.0,33.3,1.77,30,31,,,16,3,31,,23,31,30,29,31,,24,26,31,26,,,,,,27,11,20,20,18,29,29,16,26,,,3,20,24,,3,14,10,2,29,,31,28,21,25,,,,,,21,1,25,31,28,29,15
WR,Vikings,2009,379,5288,1014,5.2,31,14,292,267,452,2956,22,17,6.0,150,519,2332,15,4.5,119,90,692,23,190,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82,333,4679,946,4.9,25,13,255,324,530,3449,15,12,6.0,163,371,1230,10,3.3,72,109,1002,20,191,27.7,12.6,Own 32.0,2:24,5.1,24.5,1.40,12,17,,,27,29,18,,28,25,11,23,19,,3,5,14,6,,,,,,14,10,23,19,19,19,16,13,6,,,15,8,4,,22,18,5,21,13,,2,1,6,2,,,,,,28,17,26,3,3,5,5
 T,Ravens,2009,385,5184,1058,4.9,21,9,300,261,433,2808,16,12,6.0,147,592,2376,20,4.0,132,103,785,21,194,33.0,10.8,Own 32.3,2:45,5.63,26.6,1.73,244,4177,928,4.5,34,8,228,276,528,2875,17,26,5.1,152,366,1302,4,3.6,58,114,792,18,195,21.5,17.4,Own 28.3,2:13,4.9,21.5,1.08,11,18,,,8,11,14,,30,28,22,9,17,,1,4,5,22,,,,,,19,24,5,11,16,23,18,3,2,,,1,20,1,,21,2,7,1,3,,1,3,1,5,,,,,,32,2,7,1,1,2,1
DT,Falcons,2009,391,5779,1011,5.7,21,10,313,265,434,3336,16,11,7.4,157,560,2443,23,4.4,131,71,591,25,174,39.7,10.3,Own 30.6,2:52,5.99,33.1,2.11,325,5566,998,5.6,18,8,309,325,549,3526,20,10,6.0,189,415,2040,17,4.9,108,109,854,12,178,32.0,9.0,Own 27.3,2:39,5.7,31.1,1.79,10,6,,,8,13,9,,29,14,22,5,3,,2,2,3,9,,,,,,6,26,15,6,6,6,8,11,24,,,28,20,21,,25,21,14,27,14,,11,25,23,28,,,,,,20,30,1,16,21,21,17
